56,'n02098413',"'Lhasa, Lhasa apso'",'a breed of terrier having a long heavy coat raised in Tibet as watchdogs',0,[],0,1300
57,'n02422699',"'impala, Aepyceros melampus'",'African antelope with ridged curved horns; moves with enormous leaps',0,[],0,1300
58,'n02114855',"'coyote, prairie wolf, brush wolf, Canis latrans'",'small wolf native to western North America',0,[],1,1300
59,'n02094433','Yorkshire terrier','very small breed having a long glossy coat of bluish-grey and tan',0,[],0,1300
60,'n02111277',"'Newfoundland, Newfoundland dog'",'''a breed of very large heavy dogs with a thick coarse usually black coat; highly intelligent dogs and vigorous swimmers; develope...'' <Preview truncated at 128 characters>',0,[],0,1300
61,'n02132136',"'brown bear, bruin, Ursus arctos'",'large ferocious bear of Eurasia',0,[],1,1300
62,'n02119022',"'red fox, Vulpes vulpes'",'the common Old World fox; having reddish-brown fur; commonly considered a single circumpolar species',0,[],1,1300
63,'n02091467',"'Norwegian elkhound, elkhound'",'breed of compact medium-sized dog with a heavy grey coat developed in Norway for hunting elk',0,[],0,1300
64,'n02106550','Rottweiler','German breed of large vigorous short-haired cattle dogs',0,[],0,1300
65,'n02422106','hartebeest','a large African antelope with lyre-shaped horns that curve backward',0,[],0,1300
66,'n02091831',"'Saluki, gazelle hound'",'old breed of tall swift keen-eyed hunting dogs resembling greyhounds; from Egypt and southwestern Asia',0,[],0,1300
67,'n02120505',"'grey fox, gray fox, Urocyon cinereoargenteus'",'dark grey American fox; from Central America through southern United States',0,[],0,1300
68,'n02104365','schipperke','breed of small stocky black dogs originally used as watchdogs on boats in the Netherlands and Belgium',0,[],0,1300
69,'n02086079',"'Pekinese, Pekingese, Peke'",'a Chinese breed of small short-legged dogs with a long silky coat and broad flat muzzle',0,[],0,1300
70,'n02112706','Brabancon griffon','a variety of Brussels griffon having a short smooth coat',0,[],0,1070
71,'n02098286','West Highland white terrier','small white long-coated terrier developed in Scotland',0,[],0,1300
72,'n02095889',"'Sealyham terrier, Sealyham'",'a wire-haired terrier with short legs that was first bred in Sealyham',0,[],0,936
73,'n02484975',"'guenon, guenon monkey'",'small slender African monkey having long hind limbs and tail and long hair around the face',0,[],1,1300
74,'n02137549','mongoose','agile grizzled Old World viverrine; preys on snakes and rodents',0,[],1,1300
75,'n02500267',"'indri, indris, Indri indri, Indri brevicaudatus'",'large short-tailed lemur of Madagascar having thick silky fur in black and white and fawn',0,[],0,1300
76,'n02129604',"'tiger, Panthera tigris'",'large feline of forests in most of Asia having a tawny coat with black stripes; endangered',0,[],1,1300
77,'n02090721','Irish wolfhound','large breed of hound with a rough thick coat',0,[],0,1300
78,'n02396427',"'wild boar, boar, Sus scrofa'",'Old World wild swine having a narrow body and prominent tusks from which most domestic swine come; introduced in United States',0,[],0,1300
79,'n02108000','EntleBucher','the smallest of the Sennenhunde',0,[],0,1300
80,'n02391049','zebra','any of several fleet black-and-white striped African equines',0,[],1,1300
81,'n02412080',"'ram, tup'","'uncastrated adult male sheep; ""a British term is `tup''""'",0,[],0,1300
82,'n02108915','French bulldog','small stocky version of the bulldog having a sleek coat and square head',0,[],0,1300
83,'n02480495',"'orangutan, orang, orangutang, Pongo pygmaeus'",'large long-armed ape of Borneo and Sumatra having arboreal habits',0,[],0,1300
84,'n02110806','basenji','small smooth-haired breed of African origin having a tightly curled tail and the inability to bark',0,[],0,1300
85,'n02128385',"'leopard, Panthera pardus'",'large feline of African and Asian forests usually having a tawny coat with black spots',0,[],1,1300
86,'n02107683','Bernese mountain dog','''large powerful long-haired black-coated Swiss dog with deep tan or russet markings on legs and white blaze and feet and chest ma...'' <Preview truncated at 128 characters>',0,[],0,1300
87,'n02085936',"'Maltese dog, Maltese terrier, Maltese'",'breed of toy dogs having a long straight silky white coat',0,[],0,1300
88,'n02094114','Norfolk terrier','English breed of small terrier with a straight wiry grizzled coat and dropped ears',0,[],0,1300
89,'n02087046','toy terrier','a small active dog',0,[],0,860
90,'n02100583',"'vizsla, Hungarian pointer'",'Hungarian hunting dog resembling the Weimaraner but having a rich deep red coat',0,[],0,1300
91,'n02096177',"'cairn, cairn terrier'",'small rough-haired breed of terrier from Scotland',0,[],0,1300
92,'n02494079',"'squirrel monkey, Saimiri sciureus'",'small long-tailed monkey of Central American and South America with greenish fur and black muzzle',0,[],0,1300
93,'n02105056','groenendael','black-coated sheepdog with a heavily plumed tail',0,[],0,1300
94,'n02101556',"'clumber, clumber spaniel'",'a thickset spaniel with longish silky hair',0,[],0,1300
95,'n02123597',"'Siamese cat, Siamese'",'a slender short-haired blue-eyed breed of cat having a pale coat with dark ears paws face and tail tip',0,[],1,1300
96,'n02481823',"'chimpanzee, chimp, Pan troglodytes'",'intelligent somewhat arboreal ape of equatorial African forests',0,[],1,1300
97,'n02105505','komondor','Hungarian breed of large powerful shaggy-coated white dog; used also as guard dog',0,[],0,1300
98,'n02088094',"'Afghan hound, Afghan'",'tall graceful breed of hound with a long silky coat; native to the Near East',0,[],0,1300
99,'n02085782','Japanese spaniel','breed of toy dogs originating in Japan having a silky black-and-white or red-and-white coat',0,[],0,772
100,'n02489166',"'proboscis monkey, Nasalis larvatus'",'Borneo monkey having a long bulbous nose',0,[],0,1300
101,'n02364673',"'guinea pig, Cavia cobaya'",'stout-bodied nearly tailless domesticated cavy; often kept as a pet and widely used in research',0,[],0,1300
102,'n02114548',"'white wolf, Arctic wolf, Canis lupus tundrarum'",'wolf of Arctic North America having white fur and a black-tipped tail',0,[],0,1300
103,'n02134084',"'ice bear, polar bear, Ursus Maritimus, Thalarctos maritimus'",'white bear of Arctic regions',0,[],0,1300
104,'n02480855',"'gorilla, Gorilla gorilla'",'largest anthropoid ape; terrestrial and vegetarian; of forests of central west Africa',0,[],1,1300
105,'n02090622',"'borzoi, Russian wolfhound'",'tall fast-moving dog breed',0,[],0,1300
106,'n02113624','toy poodle','the breed of very small poodles',0,[],0,1300
107,'n02093859','Kerry blue terrier','an Irish breed of medium-sized terriers with a silky blue-grey coat',0,[],0,1273
108,'n02403003','ox','an adult castrated bull of the genus Bos; especially Bos taurus',0,[],0,1300
109,'n02097298',"'Scotch terrier, Scottish terrier, Scottie'",'old Scottish breed of small long-haired usually black terrier with erect tail and ears',0,[],0,1300
110,'n02108551','Tibetan mastiff','very large powerful rough-coated dog native to central Asia',0,[],0,1300
111,'n02493793',"'spider monkey, Ateles geoffroyi'",'arboreal monkey of tropical America with long slender legs and long prehensile tail',0,[],0,1300
112,'n02107142',"'Doberman, Doberman pinscher'",'medium large breed of dog of German origin with a glossy black and tan coat; used as a watchdog',0,[],0,1300
113,'n02096585',"'Boston bull, Boston terrier'",'small pug-faced American terrier breed having a smooth brindle or black coat with white markings',0,[],0,1300
114,'n02107574','Greater Swiss Mountain dog','the largest of the four Swiss breeds',0,[],0,1300
115,'n02107908','Appenzeller','a smaller of the four Swiss breeds',0,[],0,1300
116,'n02086240','Shih-Tzu','a Chinese breed of small dog similar to a Pekingese',0,[],0,1300
117,'n02102973','Irish water spaniel','''breed of large spaniels developed in Ireland having a heavy coat of liver-colored curls and a topknot of long curls and a nearly...'' <Preview truncated at 128 characters>',0,[],0,969
118,'n02112018','Pomeranian','breed of very small compact long-haired dogs of the spitz type',0,[],0,1300
119,'n02093647','Bedlington terrier','a light terrier groomed to resemble a lamb',0,[],0,1258
120,'n02397096','warthog','African wild swine with warty protuberances on the face and large protruding tusks',0,[],0,1300
121,'n02437312',"'Arabian camel, dromedary, Camelus dromedarius'",'one-humped camel of the hot deserts of northern Africa and southwestern Asia',0,[],0,1300
122,'n02483708',"'siamang, Hylobates syndactylus, Symphalangus syndactylus'",'large black gibbon of Sumatra having the 2nd and 3rd toes partially united by a web',0,[],0,1300
123,'n02097047','miniature schnauzer','a small schnauzer',0,[],0,1300
124,'n02106030','collie','a silky-coated sheepdog with a long ruff and long narrow head developed in Scotland',0,[],0,1300
125,'n02099601','golden retriever','an English breed having a long silky golden coat',0,[],0,1300
126,'n02093991','Irish terrier','medium-sized breed with a wiry brown coat; developed in Ireland',0,[],0,1300
127,'n02110627',"'affenpinscher, monkey pinscher, monkey dog'",'European breed of small dog resembling a terrier with dark wiry hair and a tufted muzzle',0,[],0,954
128,'n02106166','Border collie','''developed in the area between Scotland and England usually having a black coat with white on the head and tip of tail used for h...'' <Preview truncated at 128 characters>',0,[],0,1300
129,'n02326432','hare','''swift timid long-eared mammal larger than a rabbit having a divided upper lip and long hind legs; young born furred and with ope...'' <Preview truncated at 128 characters>',0,[],2,1300
130,'n02108089','boxer','a breed of stocky medium-sized short-haired dog with a brindled coat and square-jawed muzzle developed in Germany',0,[],0,1300
131,'n02097658',"'silky terrier, Sydney silky'",'Australian breed of toy dogs having a silky blue coat',0,[],0,1300
132,'n02088364','beagle','a small short-legged smooth-coated breed of hound',0,[],0,1300
133,'n02111129','Leonberg','a large dog (usually with a golden coat) produced by crossing a St Bernard and a Newfoundland',0,[],0,1300
134,'n02100236','German short-haired pointer','liver or liver-and-white hunting dog developed in Germany; 3/4 pointer and 1/4 bloodhound',0,[],0,1300
135,'n02486261',"'patas, hussar monkey, Erythrocebus patas'",'reddish long-tailed monkey of west Africa',0,[],0,1300
136,'n02115913',"'dhole, Cuon alpinus'",'fierce wild dog of the forests of central and southeast Asia that hunts in packs',0,[],0,1300
137,'n02486410','baboon','large terrestrial monkeys having doglike muzzles',0,[],1,1300
138,'n02487347','macaque','short-tailed monkey of rocky regions of Asia and Africa',0,[],1,1300
139,'n02099849','Chesapeake Bay retriever','American breed having a short thick oily coat ranging from brown to light tan',0,[],0,1300
140,'n02108422','bull mastiff','large powerful breed developed by crossing the bulldog and the mastiff',0,[],0,1300
141,'n02104029','kuvasz','long-established Hungarian breed of tall light-footed but sturdy white dog; used also as a hunting dog',0,[],0,1300
142,'n02492035',"'capuchin, ringtail, Cebus capucinus'",'monkey of Central America and South America having thick hair on the head that resembles a monk''s cowl',0,[],0,1300
143,'n02110958',"'pug, pug-dog'",'small compact smooth-coated breed of Asiatic origin having a tightly curled tail and broad flat wrinkled muzzle',0,[],0,1300
144,'n02099429','curly-coated retriever','an English breed having a tightly curled black or liver-colored coat; retrieves game from land or water',0,[],0,1218
145,'n02094258','Norwich terrier','English breed of small short-legged terrier with a straight wiry red or grey or black-and-tan coat and erect ears',0,[],0,1300
146,'n02099267','flat-coated retriever','an English breed having a shiny black or liver-colored coat; retrieves game from land or water',0,[],0,1300
147,'n02395406',"'hog, pig, grunter, squealer, Sus scrofa'",'domestic swine',0,[],1,1300
148,'n02112350','keeshond','a spitz-like dog having a shaggy greyish coat and tightly curled tail originating in Holland',0,[],0,1300
149,'n02109961',"'Eskimo dog, husky'",'breed of heavy-coated Arctic sled dog',0,[],0,1300
150,'n02101388','Brittany spaniel','tall active short-tailed French breed of bird dog having a usually smooth orange- or liver-and-white coat',0,[],0,1300
151,'n02113799','standard poodle','a breed or medium-sized poodles',0,[],0,1300
152,'n02095570','Lakeland terrier','breed of wire-haired terrier originally from the Lake District of England and used for hunting',0,[],0,1300
153,'n02128757',"'snow leopard, ounce, Panthera uncia'",'large feline of upland central Asia having long thick whitish fur',0,[],0,1300
154,'n02101006','Gordon setter','a Scottish breed with a black-and-tan coat',0,[],0,1300
155,'n02115641',"'dingo, warrigal, warragal, Canis dingo'",'wolflike yellowish-brown wild dog of Australia',0,[],0,1300
156,'n02097209','standard schnauzer','a medium-sized schnauzer',0,[],0,1300
157,'n02342885','hamster','short-tailed Old World burrowing rodent with large cheek pouches',0,[],1,1300
158,'n02097474',"'Tibetan terrier, chrysanthemum dog'",'breed of medium-sized terriers bred in Tibet resembling Old English sheepdogs with fluffy curled tails',0,[],0,1300
159,'n02120079',"'Arctic fox, white fox, Alopex lagopus'",'thickly-furred fox of Arctic regions; brownish in summer and white in winter',0,[],1,1300
160,'n02095314','wire-haired fox terrier','a fox terrier with wiry hair',0,[],0,977
161,'n02088238',"'basset, basset hound'",'smooth-haired breed of hound with short legs and long ears',0,[],0,1300
162,'n02408429',"'water buffalo, water ox, Asiatic buffalo, Bubalus bubalis'",'an Asian buffalo that is often domesticated for use as a draft animal',0,[],1,1300
163,'n02133161',"'American black bear, black bear, Ursus americanus, Euarctos americanus'",'brown to black North American bear; smaller and less ferocious than the brown bear',0,[],1,1300
164,'n02328150',"'Angora, Angora rabbit'",'domestic breed of rabbit with long white silky hair',0,[],0,1300
165,'n02410509','bison','any of several large humped bovids having shaggy manes and large heads and short horns',0,[],1,1300
166,'n02492660',"'howler monkey, howler'",'monkey of tropical South American forests having a loud howling cry',0,[],0,1300
167,'n02398521',"'hippopotamus, hippo, river horse, Hippopotamus amphibius'",'massive thick-skinned herbivorous animal living in or around rivers of tropical Africa',0,[],0,1300
168,'n02112137',"'chow, chow chow'",'''breed of medium-sized dogs with a thick coat and fluffy curled tails and distinctive blue-black tongues; believed to have origin...'' <Preview truncated at 128 characters>',0,[],0,1300
169,'n02510455',"'giant panda, panda, panda bear, coon bear, Ailuropoda melanoleuca'",'''large black-and-white herbivorous mammal of bamboo forests of China and Tibet; in some classifications considered a member of th...'' <Preview truncated at 128 characters>',0,[],0,1300
170,'n02093428',"'American Staffordshire terrier, Staffordshire terrier, American pit bull terrier, pit bull terrier'",'American breed of muscular terriers with a short close-lying stiff coat',0,[],0,1300
171,'n02105855',"'Shetland sheepdog, Shetland sheep dog, Shetland'",'a small sheepdog resembling a collie that was developed in the Shetland Islands',0,[],0,1300
172,'n02111500','Great Pyrenees','bred of large heavy-coated white dogs resembling the Newfoundland',0,[],0,1300
173,'n02085620','Chihuahua','an old breed of tiny short-haired dog with protruding eyes from Mexico held to antedate Aztec civilization',0,[],0,1300
174,'n02123045',"'tabby, tabby cat'",'a cat with a grey or tawny coat mottled with black',0,[],0,1300
175,'n02490219','marmoset','small soft-furred South American and Central American monkey with claws instead of nails',0,[],2,1300
176,'n02099712','Labrador retriever','breed originally from Labrador having a short black or golden-brown coat',0,[],0,1300
177,'n02109525',"'Saint Bernard, St Bernard'",'a Swiss alpine breed of large powerful dog with a thick coat of hair used as a rescue dog',0,[],0,1300
178,'n02454379','armadillo','burrowing chiefly nocturnal mammal with body covered with strong horny plates',0,[],1,1300
179,'n02111889',"'Samoyed, Samoyede'",'Siberian breed of white or cream-colored dog of the spitz family',0,[],0,1300
180,'n02088632','bluetick','a very fast American hound; white mottled with bluish grey',0,[],0,1136
181,'n02090379','redbone','a speedy red or red-and-tan American hound',0,[],0,1290
182,'n02443114',"'polecat, fitch, foulmart, foumart, Mustela putorius'",'dark brown mustelid of woodlands of Eurasia that gives off an unpleasant odor when threatened',0,[],1,1300
183,'n02361337','marmot','stocky coarse-furred burrowing rodent with a short bushy tail found throughout the northern hemisphere; hibernates in winter',0,[],1,1300
184,'n02105412','kelpie','an Australian sheepdog with pointed ears',0,[],0,1300
185,'n02483362',"'gibbon, Hylobates lar'",'smallest and most perfectly anthropoid arboreal ape having long arms and no tail; of southern Asia and East Indies',0,[],0,1300
186,'n02437616','llama','wild or domesticated South American cud-chewing animal related to camels but smaller and lacking a hump',0,[],1,1300
187,'n02107312','miniature pinscher','small German version of a Doberman pinscher',0,[],0,1300
188,'n02325366',"'wood rabbit, cottontail, cottontail rabbit'",'''common small rabbit of North America having greyish or brownish fur and a tail with a white underside; a host for Ixodes pacific...'' <Preview truncated at 128 characters>',0,[],1,1300
189,'n02091032','Italian greyhound','a toy dog developed from the greyhound',0,[],0,1300
190,'n02129165',"'lion, king of beasts, Panthera leo'",'large gregarious predatory feline of Africa and India having a tawny coat with a shaggy mane in the male',0,[],1,1300
191,'n02102318',"'cocker spaniel, English cocker spaniel, cocker'",'a small breed with wavy silky hair; originally developed in England',0,[],0,1300
192,'n02100877',"'Irish setter, red setter'",'an Irish breed with a chestnut-brown or mahogany-red coat',0,[],0,1300
193,'n02074367',"'dugong, Dugong dugon'",'sirenian tusked mammal found from eastern Africa to Australia; the flat tail is bilobate',0,[],0,1300
194,'n02504013',"'Indian elephant, Elephas maximus'",'Asian elephant having smaller ears and tusks primarily in the male',0,[],1,1300
195,'n02363005','beaver','large semiaquatic rodent with webbed hind feet and a broad flat tail; construct complex dams and underwater lodges',0,[],1,1300
196,'n02102480','Sussex spaniel','an English breed with short legs and a golden liver-colored coat',0,[],0,1300
197,'n02113023',"'Pembroke, Pembroke Welsh corgi'",'the smaller and straight-legged variety of corgi having pointed ears and a short tail',0,[],0,1300
198,'n02086646','Blenheim spaniel','red-and-white variety of English toy spaniel',0,[],0,1300
199,'n02497673',"'Madagascar cat, ring-tailed lemur, Lemur catta'",'small lemur having its tail barred with black',0,[],0,1300
200,'n02087394','Rhodesian ridgeback','a powerful short-haired African hunting dog having a crest of reversed hair along the spine',0,[],0,1300
201,'n02127052',"'lynx, catamount'",'short-tailed wildcats with usually tufted ears; valued for their fur',0,[],1,1300
202,'n02116738',"'African hunting dog, hyena dog, Cape hunting dog, Lycaon pictus'",'a powerful doglike mammal of southern and eastern Africa that hunts in large packs; now rare in settled area',0,[],0,1300
203,'n02488291','langur','slender long-tailed monkey of Asia',0,[],1,1300
204,'n02091244',"'Ibizan hound, Ibizan Podenco'",'''breed of slender agile medium-sized hound found chiefly in the Balearic Islands; said to have been bred originally by the Pharao...'' <Preview truncated at 128 characters>',0,[],0,1300
205,'n02114367',"'timber wolf, grey wolf, gray wolf, Canis lupus'",'a wolf with a brindled grey coat living in forested northern regions of North America',0,[],0,1300
206,'n02130308',"'cheetah, chetah, Acinonyx jubatus'",'''long-legged spotted cat of Africa and southwestern Asia having nonretractile claws; the swiftest mammal; can be trained to run d...'' <Preview truncated at 128 characters>',0,[],0,1300
207,'n02089973','English foxhound','an English breed slightly larger than the American foxhounds originally used to hunt in packs',0,[],0,754
208,'n02105251','briard','old French breed of large strong usually black dogs having a long tail and long wavy and slightly stiff coat',0,[],0,1300
209,'n02134418',"'sloth bear, Melursus ursinus, Ursus ursinus'",'common coarse-haired long-snouted bear of south-central Asia',0,[],0,1300
210,'n02093754','Border terrier','small rough-coated terrier of British origin',0,[],0,1300
211,'n02106662',"'German shepherd, German shepherd dog, German police dog, alsatian'",'breed of large shepherd dogs used in police work and as a guide for the blind',0,[],0,1300
212,'n02444819','otter','freshwater carnivorous mammal having webbed and clawed feet and dark brown fur',0,[],1,1300
213,'n01882714',"'koala, koala bear, kangaroo bear, native bear, Phascolarctos cinereus'",'sluggish tailless Australian arboreal marsupial with grey furry ears and coat; feeds on eucalyptus leaves and bark',0,[],0,1300
214,'n01871265','tusker','any mammal with prominent tusks (especially an elephant or wild boar)',0,[],0,1300
215,'n01872401',"'echidna, spiny anteater, anteater'",'''a burrowing monotreme mammal covered with spines and having a long snout and claws for hunting ants and termites; native to Aust...'' <Preview truncated at 128 characters>',0,[],0,1300
216,'n01877812',"'wallaby, brush kangaroo'",'any of various small or medium-sized kangaroos; often brightly colored',0,[],1,1300
217,'n01873310',"'platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus'",'''small densely furred aquatic monotreme of Australia and Tasmania having a broad bill and tail and webbed feet; only species in t...'' <Preview truncated at 128 characters>',0,[],0,1272
218,'n01883070','wombat','burrowing herbivorous Australian marsupials about the size of a badger',0,[],0,1300
219,'n04086273',"'revolver, six-gun, six-shooter'",'a pistol with a revolving cylinder (usually having six chambers for bullets)',0,[],1,1300
220,'n04507155','umbrella','a lightweight handheld collapsible canopy',0,[],1,1300
221,'n04147183','schooner','sailing vessel used in former times',0,[],1,1300
222,'n04254680','soccer ball','an inflated ball used in playing soccer',0,[],0,1300
223,'n02672831',"'accordion, piano accordion, squeeze box'",'a portable box-shaped free-reed instrument; the reeds are made to vibrate by air from the bellows controlled by the player',0,[],0,1300
224,'n02219486',"'ant, emmet, pismire'",'''social insect living in organized colonies; characteristically the males and fertile queen have wings during breeding season; wi...'' <Preview truncated at 128 characters>',0,[],2,1300
225,'n02317335',"'starfish, sea star'",'echinoderms characterized by five arms extending from a central disk',0,[],0,1300
226,'n01968897',"'chambered nautilus, pearly nautilus, nautilus'",'cephalopod of the Indian and Pacific oceans having a spiral shell with pale pearly partitions',0,[],0,1300
227,'n03452741',"'grand piano, grand'",'a piano with the strings on a horizontal harp-shaped frame; usually supported by three legs',0,[],1,1300
228,'n03642806',"'laptop, laptop computer'",'a portable computer small enough to use in your lap',0,[],0,1300
229,'n07745940','strawberry','sweet fleshy red fruit',0,[],0,1300
230,'n02690373','airliner','a commercial airplane that carries passengers',0,[],1,1300
231,'n04552348',"'warplane, military plane'",'an aircraft designed and used for combat',0,[],2,1300
232,'n02692877',"'airship, dirigible'",'a steerable self-propelled aircraft',0,[],2,1300
233,'n02782093','balloon','large tough nonrigid bag filled with gas or heated air',0,[],2,1300
234,'n04266014','space shuttle','a reusable spacecraft with wings for a controlled descent through the Earth''s atmosphere',0,[],0,1238
235,'n03344393','fireboat','a boat equipped to fight fires on ships or along a waterfront',0,[],0,1300
236,'n03447447','gondola','long narrow flat-bottomed boat propelled by sculling; traditionally used on canals of Venice',0,[],0,1300
237,'n04273569','speedboat','a fast motorboat',0,[],1,1300
238,'n03662601','lifeboat','a strong sea boat designed to rescue people from a sinking ship',0,[],0,1300
239,'n02951358','canoe','small and light boat; pointed at both ends; propelled with a paddle',0,[],1,1300
240,'n04612504','yawl','a ship''s small boat (usually rowed by 4 or 6 oars)',0,[],1,1206
